src|url|alt|freezeframe
gallantmon.png||Gallantmon from the Digimon franchise
beelzemon.png||Beelzemon from the Digimon franchise
maskutchi.gif||Maskutchi from the original Tamagotchi|true
meat.png||an icon of the Well-Done Steak from Monster Hunter
