url|name|desc|img
https://accessible-webmastery|Sparrow's Guide to Accessible Webmastery|An adorable and easy-to-read guide on making your personal website accessible.|accessible-webmastery.svg
https://webmaster.neocities.org|Webmastering on Neocities|A site with a simple list of resources to help beginner webmasters get started in making their own website.|webmastering.png
https://www.softpedia.com/get/Multimedia/Graphic/Graphic-Others/Color-quantizer.shtml|Color Quantizer|The software I use to compress all images on this site. It also does dithering!
https://kaomoji.wavebeem.com/|Kaomoji Picker: Wavebeem|A large repository of adorable/kawaii text-based emoticons.
https://torcado.com/cleanEdge/|cleanEdge|A tool to scale and rotate pixel art while still retaining clean edges.
https://waifu2x.udp.jp/|waifu2x|A tool to upscale artwork that is otherwise pixelated or has too many JPG artifacts.
https://ezgif.com/|Ezgif.com|A browser tool that allows users to do basic functions similar to art programs out there without actually downloading an art program. Includes resizing, cropping, animating GIFs, etc.
https://neonaut.neocities.org/brain/image-compression.html|Neonaut: Become a Compression Sorcerer|A wonderful tutorial that provides tips on how to optimize images so that they still look nice but don't take 500 years to load.
https://htmlsymbols.xyz|HTML Symbols|A repository of all (or at least most) HTML symbols that exist.
https://justtherecipe.com/|Just The Recipe|A website that takes links of any recipe and removes all of the fluff and only leaves the recipe. Useful for when chefs force readers to scroll through 20+ pages just to get to the recipe.
